,link_id,reverse_link_id,init_node,term_node,capacity_per_lane,lanes,total_capacity,effective_capacity,length,free_flow_time,b,power,speed,vdf,toll,link_type,assigned_flow,travel_time,v/c
48,49,50,25,35,9999.0,1,9999.0,119988.0,9.497740582347095,0.0009498690451392234,0.0,0.0,9999.0,99,0,99,4408.052796504289,0.0009498690451392234,0.0367374470489073
49,50,49,35,25,9999.0,1,9999.0,119988.0,9.497740582347095,0.0009498690451392234,0.0,0.0,9999.0,99,0,99,5170.458701364762,0.0009498690451392234,0.043091464991205475
50,51,52,26,32,300.0,1,300.0,3600.0,23.794482761381442,0.7931494253793814,0.25,6.0,30.0,3,0,3,21.8085255365178,0.7931494253793913,0.006057923760143833
51,52,51,32,26,300.0,1,300.0,3600.0,23.794482761381442,0.7931494253793814,0.25,6.0,30.0,3,0,3,11.671636403692908,0.7931494253793816,0.00324212122324803
52,53,54,26,41,300.0,1,300.0,3600.0,21.514421503353336,0.7171473834451112,0.25,6.0,30.0,3,0,3,24.60152823561003,0.7171473834451295,0.006833757843225008
53,54,53,41,26,300.0,1,300.0,3600.0,21.514421503353336,0.7171473834451112,0.25,6.0,30.0,3,0,3,20.96170043408904,0.7171473834451182,0.005822694565024733
54,55,56,26,48,900.0,2,1800.0,21600.0,10.41441744185445,0.23143149870787666,0.2,5.0,45.0,2,0,2,2319.1706391504267,0.23143215916895396,0.10736901107177901
55,56,55,48,26,900.0,2,1800.0,21600.0,10.41441744185445,0.23143149870787666,0.2,5.0,45.0,2,0,2,1753.7620258037725,0.2314316620269917,0.08119268637980429
56,57,58,26,52,300.0,1,300.0,3600.0,33.45901868409732,1.115300622803244,0.25,6.0,30.0,3,0,3,0.0,1.115300622803244,0.0
57,58,57,52,26,300.0,1,300.0,3600.0,33.45901868409732,1.115300622803244,0.25,6.0,30.0,3,0,3,0.0,1.115300622803244,0.0
58,59,60,26,55,900.0,2,1800.0,21600.0,26.919824309924877,0.5982183179983306,0.2,5.0,45.0,2,0,2,799.796187825505,0.5982183263258872,0.037027601288217825
59,60,59,55,26,900.0,2,1800.0,21600.0,26.919824309924877,0.5982183179983306,0.2,5.0,45.0,2,0,2,1033.4448513019754,0.5982183479939253,0.04784466904175812
60,61,62,26,56,300.0,1,300.0,3600.0,11.398209837898937,0.37994032792996457,0.25,6.0,30.0,3,0,3,1058.9139568108249,0.3800018462450537,0.2941427657807847
61,62,61,56,26,300.0,1,300.0,3600.0,11.398209837898937,0.37994032792996457,0.25,6.0,30.0,3,0,3,1376.5406929666572,0.38023720367978775,0.3823724147129603
62,63,64,26,57,900.0,2,1800.0,21600.0,27.437244412593547,0.6097165425020789,0.2,5.0,45.0,2,0,2,86.78185452924812,0.6097165425022065,0.004017678450428154
63,64,63,57,26,900.0,2,1800.0,21600.0,27.437244412593547,0.6097165425020789,0.2,5.0,45.0,2,0,2,114.69178517794428,0.6097165425025936,0.005309804869349273
64,65,66,27,29,900.0,2,1800.0,21600.0,17.06375118159418,0.37919447070209295,0.2,5.0,45.0,2,0,2,6820.519488162876,0.37943254390058784,0.31576479111865163
65,66,65,29,27,900.0,2,1800.0,21600.0,17.06375118159418,0.37919447070209295,0.2,5.0,45.0,2,0,2,5252.9123566346225,0.3792589802517055,0.2431903868812325
66,67,68,27,33,900.0,2,1800.0,21600.0,26.15838268148941,0.4359730446914902,0.15,4.0,60.0,1,0,2,1902.0714596595901,0.43597697696039805,0.08805886387312917
67,68,67,33,27,900.0,2,1800.0,21600.0,26.15838268148941,0.4359730446914902,0.15,4.0,60.0,1,0,2,1827.506144096961,0.43597639566717056,0.08460676593041486
68,69,70,27,37,1800.0,3,5400.0,64800.0,14.222947264045738,0.23704912106742895,0.15,4.0,60.0,1,0,1,215.38747303519415,0.23704912107176918,0.003323880756715959
69,70,69,37,27,1800.0,3,5400.0,64800.0,14.222947264045738,0.23704912106742895,0.15,4.0,60.0,1,0,1,206.86122937209265,0.23704912107112164,0.0031923029224088374
70,71,72,27,45,1800.0,3,5400.0,64800.0,22.248016789449277,0.37080027982415464,0.15,4.0,60.0,1,0,1,2973.7963346835245,0.37080052652814616,0.04589191874511612
71,72,71,45,27,1800.0,3,5400.0,64800.0,22.248016789449277,0.37080027982415464,0.15,4.0,60.0,1,0,1,3543.835699840806,0.3708007773614077,0.054688822528407496
72,73,74,27,52,1800.0,3,5400.0,64800.0,34.767074287410125,0.5794512381235021,0.15,4.0,60.0,1,0,1,2776.550915500841,0.5794515310985933,0.042848007955259886
73,74,73,52,27,1800.0,3,5400.0,64800.0,34.767074287410125,0.5794512381235021,0.15,4.0,60.0,1,0,1,3834.9960378789538,0.5794523043950214,0.059182037621588794
74,75,76,27,58,300.0,1,300.0,3600.0,20.066056297419497,0.6688685432473166,0.25,6.0,30.0,3,0,3,125.6228494525318,0.6688685435492266,0.03489523595903661
75,76,75,58,27,300.0,1,300.0,3600.0,20.066056297419497,0.6688685432473166,0.25,6.0,30.0,3,0,3,147.8370526711173,0.6688685440493004,0.04106584796419925
76,77,78,28,30,300.0,1,300.0,3600.0,25.106341932350272,0.8368780644116758,0.25,6.0,30.0,3,0,3,79.86471737421869,0.8368780644366169,0.022184643715060747
77,78,77,30,28,300.0,1,300.0,3600.0,25.106341932350272,0.8368780644116758,0.25,6.0,30.0,3,0,3,134.3581733954155,0.8368780649770965,0.03732171483205986
78,79,80,28,34,300.0,1,300.0,3600.0,40.98641813829474,1.366213937943158,0.25,6.0,30.0,3,0,3,0.0,1.366213937943158,0.0
79,80,79,34,28,300.0,1,300.0,3600.0,40.98641813829474,1.366213937943158,0.25,6.0,30.0,3,0,3,0.0,1.366213937943158,0.0
80,81,82,28,37,900.0,2,1800.0,21600.0,85.97652617050898,1.9105894704557551,0.2,5.0,45.0,2,0,2,0.0,1.9105894704557551,0.0
81,82,81,37,28,900.0,2,1800.0,21600.0,85.97652617050898,1.9105894704557551,0.2,5.0,45.0,2,0,2,0.0,1.9105894704557551,0.0
82,83,84,28,40,300.0,1,300.0,3600.0,14.504547200491354,0.4834849066830451,0.25,6.0,30.0,3,0,3,685.8911459481563,0.4834906881640748,0.19052531831893232
83,84,83,40,28,300.0,1,300.0,3600.0,14.504547200491354,0.4834849066830451,0.25,6.0,30.0,3,0,3,658.3189954829712,0.4834894265561772,0.18286638763415866
84,85,86,28,42,1800.0,3,5400.0,64800.0,37.12499620994893,0.6187499368324823,0.15,4.0,60.0,1,0,1,578.4542781087525,0.6187499374218448,0.008926763551060996
85,86,85,42,28,1800.0,3,5400.0,64800.0,37.12499620994893,0.6187499368324823,0.15,4.0,60.0,1,0,1,551.5329725527408,0.6187499373195533,0.008511311304826248
86,87,88,29,33,300.0,1,300.0,3600.0,11.706052848816768,0.3902017616272256,0.25,6.0,30.0,3,0,3,4964.593655953479,1.0611924258496068,1.379053793320411
87,88,87,33,29,300.0,1,300.0,3600.0,11.706052848816768,0.3902017616272256,0.25,6.0,30.0,3,0,3,4997.7319935583355,1.0885177867749878,1.3882588870995376
88,89,90,29,37,300.0,1,300.0,3600.0,27.526167573688642,0.9175389191229547,0.25,6.0,30.0,3,0,3,41.89247651169682,0.9175389191235244,0.011636799031026894
89,90,89,37,29,300.0,1,300.0,3600.0,27.526167573688642,0.9175389191229547,0.25,6.0,30.0,3,0,3,70.86557520083461,0.9175389191363009,0.019684882000231836
90,91,92,29,39,300.0,1,300.0,3600.0,18.17805321626479,0.6059351072088263,0.25,6.0,30.0,3,0,3,3167.609425944708,0.6762327689525397,0.8798915072068634
91,92,91,39,29,300.0,1,300.0,3600.0,18.17805321626479,0.6059351072088263,0.25,6.0,30.0,3,0,3,3038.1711303095253,0.6606649896785209,0.8439364250859792
92,93,94,29,42,300.0,1,300.0,3600.0,24.506290450603338,0.8168763483534446,0.25,6.0,30.0,3,0,3,1407.1794522243122,0.8176047622710595,0.39088318117342
93,94,93,42,29,300.0,1,300.0,3600.0,24.506290450603338,0.8168763483534446,0.25,6.0,30.0,3,0,3,1111.445151653791,0.8170532001761097,0.3087347643482753
94,95,96,30,40,900.0,2,1800.0,21600.0,11.270404245752408,0.18784007076254014,0.15,4.0,60.0,1,0,2,9036.18407960338,0.18870305880007118,0.4183418555371935
95,96,95,40,30,900.0,2,1800.0,21600.0,11.270404245752408,0.18784007076254014,0.15,4.0,60.0,1,0,2,8183.474495873938,0.18842058841538922,0.3788645599941638
96,97,98,30,42,300.0,1,300.0,3600.0,13.265735706876438,0.4421911902292146,0.25,6.0,30.0,3,0,3,5368.412453694394,1.6578461910754851,1.491225681581776
97,98,97,42,30,300.0,1,300.0,3600.0,13.265735706876438,0.4421911902292146,0.25,6.0,30.0,3,0,3,5524.424182959837,1.8858255037575207,1.534562273044399
98,99,100,30,50,300.0,1,300.0,3600.0,18.128955276044767,0.6042985092014922,0.25,6.0,30.0,3,0,3,3969.80514987713,0.8759372268999758,1.1027236527436473
99,100,99,50,30,300.0,1,300.0,3600.0,18.128955276044767,0.6042985092014922,0.25,6.0,30.0,3,0,3,3736.411111932552,0.7931430596749561,1.03789197553682
100,101,102,30,51,300.0,1,300.0,3600.0,15.995405303353275,0.5331801767784425,0.25,6.0,30.0,3,0,3,5046.149352753985,1.5441998358973794,1.4017081535427736
101,102,101,51,30,300.0,1,300.0,3600.0,15.995405303353275,0.5331801767784425,0.25,6.0,30.0,3,0,3,5010.373384013252,1.5019476489428565,1.3917703844481255
102,103,104,31,33,900.0,2,1800.0,21600.0,11.890475591816564,0.19817459319694272,0.15,4.0,60.0,1,0,2,2640.068897532466,0.19818122734672858,0.12222541192279936
103,104,103,33,31,900.0,2,1800.0,21600.0,11.890475591816564,0.19817459319694272,0.15,4.0,60.0,1,0,2,2995.144513461595,0.1981855831378255,0.13866409784544423
104,105,106,31,39,1800.0,3,5400.0,64800.0,2.711912358644349,0.04519853931073915,0.15,4.0,60.0,1,0,1,5065.679137816527,0.04519879251228172,0.07817406076877356
105,106,105,39,31,1800.0,3,5400.0,64800.0,2.711912358644349,0.04519853931073915,0.15,4.0,60.0,1,0,1,4891.785768408524,0.045198759494533926,0.07549052111741548
106,107,108,31,42,300.0,1,300.0,3600.0,5.867922673809335,0.19559742246031114,0.25,6.0,30.0,3,0,3,2715.0479204285184,0.20459557035694806,0.7541799778968107
107,108,107,42,31,300.0,1,300.0,3600.0,5.867922673809335,0.19559742246031114,0.25,6.0,30.0,3,0,3,2636.926580709226,0.20314967249015908,0.7324796057525628
108,109,110,31,60,1800.0,3,5400.0,64800.0,17.086067406799796,0.2847677901133299,0.15,4.0,60.0,1,0,1,3188.2274846065043,0.28476804042396725,0.04920104142911272
109,110,109,60,31,1800.0,3,5400.0,64800.0,17.086067406799796,0.2847677901133299,0.15,4.0,60.0,1,0,1,3085.1665778046745,0.284768009594149,0.04761059533649189
110,111,112,32,41,1800.0,3,5400.0,64800.0,3.8446488426743053,0.06407748071123842,0.15,4.0,60.0,1,0,1,5363.66651624085,0.06407793188489712,0.08277263142346991
111,112,111,41,32,1800.0,3,5400.0,64800.0,3.8446488426743053,0.06407748071123842,0.15,4.0,60.0,1,0,1,5405.8815872293635,0.06407794625742987,0.08342409856835438
112,113,114,32,45,900.0,2,1800.0,21600.0,10.290230079643111,0.17150383466071853,0.15,4.0,60.0,1,0,2,3725.061649143564,0.1715265900331518,0.17245655783072056
113,114,113,45,32,900.0,2,1800.0,21600.0,10.290230079643111,0.17150383466071853,0.15,4.0,60.0,1,0,2,3524.793260435594,0.1715220771746679,0.16318487316831454
114,115,116,32,52,1800.0,3,5400.0,64800.0,25.579463743295598,0.4263243957215933,0.15,4.0,60.0,1,0,1,6349.5642940316775,0.4263302910380289,0.09798710330295798
115,116,115,52,32,1800.0,3,5400.0,64800.0,25.579463743295598,0.4263243957215933,0.15,4.0,60.0,1,0,1,6361.132549686256,0.42633033411823235,0.09816562576676321
116,117,118,32,63,300.0,1,300.0,3600.0,5.107717792648819,0.17025725975496062,0.25,6.0,30.0,3,0,3,1193.7495528924214,0.17031384588260673,0.3315970980256726
117,118,117,63,32,300.0,1,300.0,3600.0,5.107717792648819,0.17025725975496062,0.25,6.0,30.0,3,0,3,1330.0977258244757,0.17036553569148158,0.3694715905067988
118,119,120,33,39,1800.0,3,5400.0,64800.0,11.707450665073742,0.19512417775122903,0.15,4.0,60.0,1,0,1,3569.6327770675143,0.19512444727463396,0.055086925572029544
119,120,119,39,33,1800.0,3,5400.0,64800.0,11.707450665073742,0.19512417775122903,0.15,4.0,60.0,1,0,1,2932.52252232357,0.19512430051430074,0.04525497719635139
120,121,122,33,52,300.0,1,300.0,3600.0,21.5391303917768,0.7179710130592267,0.25,6.0,30.0,3,0,3,618.6763491305607,0.7179756370078396,0.17185454142515574
121,122,121,52,33,300.0,1,300.0,3600.0,21.5391303917768,0.7179710130592267,0.25,6.0,30.0,3,0,3,599.3280311904135,0.7179748344324677,0.16648000866400375
122,123,124,33,60,1800.0,3,5400.0,64800.0,19.02955215435604,0.31715920257260066,0.15,4.0,60.0,1,0,1,4797.17334885722,0.3171606315001251,0.07403045291446327
123,124,123,60,33,1800.0,3,5400.0,64800.0,19.02955215435604,0.31715920257260066,0.15,4.0,60.0,1,0,1,4333.834333456535,0.317160154399066,0.06688015946692184
124,125,126,34,35,300.0,1,300.0,3600.0,12.790232525806534,0.42634108419355116,0.25,6.0,30.0,3,0,3,961.3782188321039,0.4263797429482399,0.26704950523113996
125,126,125,35,34,300.0,1,300.0,3600.0,12.790232525806534,0.42634108419355116,0.25,6.0,30.0,3,0,3,772.8311276400162,0.4263515167279523,0.21467531323333786
126,127,128,34,40,300.0,1,300.0,3600.0,33.04689845383779,1.101563281794593,0.25,6.0,30.0,3,0,3,264.29995079419473,1.1015633249183856,0.07341665299838743
127,128,127,40,34,300.0,1,300.0,3600.0,33.04689845383779,1.101563281794593,0.25,6.0,30.0,3,0,3,287.3749861260246,1.1015633530517082,0.07982638503500684
128,129,130,34,44,1800.0,3,5400.0,64800.0,25.07744512662897,0.4179574187771495,0.15,4.0,60.0,1,0,1,180.85563867804927,0.41795741878095355,0.0027909820783649578
129,130,129,44,34,1800.0,3,5400.0,64800.0,25.07744512662897,0.4179574187771495,0.15,4.0,60.0,1,0,1,198.49676852647232,0.41795741878266945,0.0030632217365196344
130,131,132,34,50,1800.0,3,5400.0,64800.0,19.454767026032748,0.3242461171005458,0.15,4.0,60.0,1,0,1,666.1869583156443,0.3242461176438593,0.01028066293696982
131,132,131,50,34,1800.0,3,5400.0,64800.0,19.454767026032748,0.3242461171005458,0.15,4.0,60.0,1,0,1,814.0178843274787,0.3242461183117066,0.012562004387769733
132,133,134,35,44,900.0,2,1800.0,21600.0,24.68352662952565,0.4113921104920942,0.15,4.0,60.0,1,0,2,3072.7040727023104,0.41141738106904474,0.14225481818066252
133,134,133,44,35,900.0,2,1800.0,21600.0,24.68352662952565,0.4113921104920942,0.15,4.0,60.0,1,0,2,3716.6902563334424,0.41144620556241046,0.1720689933487705
134,135,136,35,47,900.0,2,1800.0,21600.0,12.125534565154547,0.26945632367010103,0.2,5.0,45.0,2,0,2,623.7627456519579,0.2694563247523989,0.028877904891294347
135,136,135,47,35,900.0,2,1800.0,21600.0,12.125534565154547,0.26945632367010103,0.2,5.0,45.0,2,0,2,565.8680559174326,0.2694563243351069,0.02619759518136262
136,137,138,35,49,300.0,1,300.0,3600.0,23.37283114544638,0.7790943715148794,0.25,6.0,30.0,3,0,3,142.41075085121884,0.7790943722612795,0.03955854190311634
137,138,137,49,35,300.0,1,300.0,3600.0,23.37283114544638,0.7790943715148794,0.25,6.0,30.0,3,0,3,130.17807062299522,0.779094371950333,0.03616057517305423
138,139,140,36,38,1800.0,3,5400.0,64800.0,25.727607391722465,0.42879345652870776,0.15,4.0,60.0,1,0,1,79.8732038027689,0.4287934565288562,0.0012326111697958163
139,140,139,38,36,1800.0,3,5400.0,64800.0,25.727607391722465,0.42879345652870776,0.15,4.0,60.0,1,0,1,75.6414489939116,0.42879345652882717,0.0011673063116344382
140,141,142,36,43,1800.0,3,5400.0,64800.0,7.759295163472633,0.12932158605787722,0.15,4.0,60.0,1,0,1,6489.42592312492,0.12932353719312759,0.10014546177661914
141,142,141,43,36,1800.0,3,5400.0,64800.0,7.759295163472633,0.12932158605787722,0.15,4.0,60.0,1,0,1,6964.54070392431,0.1293241744625889,0.10747747999883195
142,143,144,36,46,900.0,2,1800.0,21600.0,9.074723208767336,0.20166051575038527,0.2,5.0,45.0,2,0,2,4689.800536866754,0.2016799762494498,0.21712039522531268
143,144,143,46,36,900.0,2,1800.0,21600.0,9.074723208767336,0.20166051575038527,0.2,5.0,45.0,2,0,2,4741.795421553816,0.2016810792098043,0.21952756581267666
144,145,146,36,61,1800.0,3,5400.0,64800.0,3.9376664367198373,0.06562777394533062,0.15,4.0,60.0,1,0,1,5638.871007683628,0.06562833842401766,0.08701961431610537
145,146,145,61,36,1800.0,3,5400.0,64800.0,3.9376664367198373,0.06562777394533062,0.15,4.0,60.0,1,0,1,5379.008674634182,0.06562824134444775,0.08300939312707072
146,147,148,36,62,1800.0,3,5400.0,64800.0,29.22199652981703,0.4870332754969505,0.15,4.0,60.0,1,0,1,1972.2386945156386,0.487033338185435,0.0304357823227722
147,148,147,62,36,1800.0,3,5400.0,64800.0,29.22199652981703,0.4870332754969505,0.15,4.0,60.0,1,0,1,1751.902699016673,0.48703331452616383,0.027035535478652364
148,149,150,36,65,300.0,1,300.0,3600.0,17.545081041330988,0.584836034711033,0.25,6.0,30.0,3,0,3,183.56942590497553,0.5848360372811993,0.050991507195826534
149,150,149,65,36,300.0,1,300.0,3600.0,17.545081041330988,0.584836034711033,0.25,6.0,30.0,3,0,3,140.88984377579484,0.5848360352363691,0.03913606771549857
150,151,152,37,42,1800.0,3,5400.0,64800.0,51.40983694974664,0.8568306158291107,0.15,4.0,60.0,1,0,1,0.0,0.8568306158291107,0.0
151,152,151,42,37,1800.0,3,5400.0,64800.0,51.40983694974664,0.8568306158291107,0.15,4.0,60.0,1,0,1,0.0,0.8568306158291107,0.0
152,153,154,37,58,1800.0,3,5400.0,64800.0,22.371850751019867,0.37286417918366443,0.15,4.0,60.0,1,0,1,194.8880593733487,0.3728641791882404,0.0030075317804529123
153,154,153,58,37,1800.0,3,5400.0,64800.0,22.371850751019867,0.37286417918366443,0.15,4.0,60.0,1,0,1,215.33491439938499,0.3728641791904847,0.0033230696666571758
154,155,156,38,59,300.0,1,300.0,3600.0,16.798403899898453,0.5599467966632817,0.25,6.0,30.0,3,0,3,28.05129567734777,0.559946796663313,0.007792026577041047
155,156,155,59,38,300.0,1,300.0,3600.0,16.798403899898453,0.5599467966632817,0.25,6.0,30.0,3,0,3,25.841612164609128,0.5599467966633008,0.007178225601280314
156,157,158,38,62,300.0,1,300.0,3600.0,16.83119902968459,0.561039967656153,0.25,6.0,30.0,3,0,3,188.92290955716936,0.5610399705858761,0.0524785859881026
