,origin_id,destination_id,route_idx,route,num_nodes,num_links,weight_name,route_weight
43,1,6,2,"[1, 40, 30, 51, 44, 49, 43, 36, 61, 46, 65, 6]",12,11,free_flow_time,1.8919966337537606
44,1,6,3,"[1, 40, 30, 51, 44, 54, 43, 36, 61, 46, 65, 6]",12,11,free_flow_time,1.8986451015326105
45,1,6,4,"[1, 40, 30, 51, 44, 49, 43, 61, 46, 65, 6]",11,10,free_flow_time,1.9083041469152704
46,1,6,5,"[1, 40, 30, 51, 44, 54, 43, 61, 46, 65, 6]",11,10,free_flow_time,1.91495261469412
47,1,6,6,"[1, 40, 50, 51, 44, 49, 43, 36, 46, 65, 6]",11,10,free_flow_time,1.9809126689009606
48,1,6,7,"[1, 40, 30, 51, 44, 49, 43, 36, 46, 59, 65, 6]",12,11,free_flow_time,1.981690038755571
49,1,6,8,"[1, 40, 50, 51, 44, 54, 43, 36, 46, 65, 6]",11,10,free_flow_time,1.9875611366798105
50,1,6,9,"[1, 40, 30, 51, 44, 54, 43, 36, 46, 59, 65, 6]",12,11,free_flow_time,1.988338506534421
51,1,7,0,"[1, 40, 30, 51, 7]",5,4,free_flow_time,0.722616571871619
52,1,7,1,"[1, 40, 50, 51, 7]",5,4,free_flow_time,0.8195939585100553
53,1,7,2,"[1, 40, 30, 50, 51, 7]",6,5,free_flow_time,0.9102646662247309
54,1,7,3,"[1, 40, 30, 42, 51, 7]",6,5,free_flow_time,0.9826720682851392
55,1,7,4,"[1, 40, 30, 42, 60, 51, 7]",7,6,free_flow_time,1.2110748463009182
56,1,7,5,"[1, 40, 30, 42, 39, 31, 60, 51, 7]",9,8,free_flow_time,1.3153803368071721
57,1,7,6,"[1, 40, 30, 42, 31, 60, 51, 7]",8,7,free_flow_time,1.3585449506523966
58,1,7,7,"[1, 40, 28, 42, 51, 7]",6,5,free_flow_time,1.4548756508089118
59,1,7,8,"[1, 40, 30, 42, 39, 33, 60, 51, 7]",9,8,free_flow_time,1.4976973877069328
60,1,7,9,"[1, 40, 34, 50, 51, 7]",6,5,free_flow_time,1.5439354851558373
61,1,8,0,"[1, 40, 30, 42, 39, 33, 29, 8]",8,7,free_flow_time,1.3240901552960525
62,1,8,1,"[1, 40, 30, 42, 39, 29, 8]",7,6,free_flow_time,1.3446993231264242
63,1,8,2,"[1, 40, 30, 42, 39, 31, 33, 29, 8]",9,8,free_flow_time,1.3723391100525053
64,1,8,3,"[1, 40, 30, 42, 31, 33, 29, 8]",8,7,free_flow_time,1.4155037238977297
65,1,8,4,"[1, 40, 30, 42, 29, 8]",6,5,free_flow_time,1.448406294966695
66,1,8,5,"[1, 40, 30, 42, 31, 39, 33, 29, 8]",9,8,free_flow_time,1.4576518477627551
67,1,8,6,"[1, 40, 30, 42, 31, 39, 29, 8]",8,7,free_flow_time,1.4782610155931268
68,1,8,7,"[1, 40, 30, 42, 60, 33, 29, 8]",8,7,free_flow_time,1.6717860190352392
69,1,8,8,"[1, 40, 30, 51, 60, 33, 29, 8]",8,7,free_flow_time,1.6764320501186691
70,1,8,9,"[1, 40, 30, 42, 39, 33, 27, 29, 8]",9,8,free_flow_time,1.74905590906241
71,1,9,0,"[1, 40, 30, 51, 44, 49, 9]",7,6,free_flow_time,1.1029735371989333
72,1,9,1,"[1, 40, 50, 51, 44, 49, 9]",7,6,free_flow_time,1.1999509238373698
73,1,9,2,"[1, 40, 30, 51, 44, 54, 49, 9]",8,7,free_flow_time,1.263511546068763
74,1,9,3,"[1, 40, 30, 50, 51, 44, 49, 9]",8,7,free_flow_time,1.2906216315520453
75,1,9,4,"[1, 40, 50, 51, 44, 54, 49, 9]",8,7,free_flow_time,1.3604889327071994
76,1,9,5,"[1, 40, 30, 42, 51, 44, 49, 9]",8,7,free_flow_time,1.3630290336124535
77,1,9,6,"[1, 40, 50, 44, 49, 9]",6,5,free_flow_time,1.3811924020829107
78,1,9,7,"[1, 40, 30, 50, 51, 44, 54, 49, 9]",9,8,free_flow_time,1.451159640421875
79,1,9,8,"[1, 40, 30, 50, 44, 49, 9]",7,6,free_flow_time,1.4718631097975863
80,1,9,9,"[1, 40, 30, 51, 50, 44, 49, 9]",8,7,free_flow_time,1.517274539304599
81,1,10,0,"[1, 40, 30, 42, 39, 33, 29, 10]",8,7,free_flow_time,1.3252775304753437
82,1,10,1,"[1, 40, 30, 42, 39, 29, 10]",7,6,free_flow_time,1.3458866983057154
83,1,10,2,"[1, 40, 30, 42, 39, 31, 33, 29, 10]",9,8,free_flow_time,1.3735264852317965
84,1,10,3,"[1, 40, 30, 42, 31, 33, 29, 10]",8,7,free_flow_time,1.416691099077021
85,1,10,4,"[1, 40, 30, 42, 29, 10]",6,5,free_flow_time,1.4495936701459862
86,1,10,5,"[1, 40, 30, 42, 31, 39, 33, 29, 10]",9,8,free_flow_time,1.4588392229420464
87,1,10,6,"[1, 40, 30, 42, 31, 39, 29, 10]",8,7,free_flow_time,1.479448390772418
88,1,10,7,"[1, 40, 30, 42, 60, 33, 29, 10]",8,7,free_flow_time,1.6729733942145304
89,1,10,8,"[1, 40, 30, 51, 60, 33, 29, 10]",8,7,free_flow_time,1.6776194252979604
90,1,10,9,"[1, 40, 30, 42, 39, 33, 27, 29, 10]",9,8,free_flow_time,1.7502432842417013
91,1,11,0,"[1, 40, 11]",3,2,free_flow_time,0.0016805549842401836
92,1,12,0,"[1, 40, 30, 51, 44, 49, 43, 12]",8,7,free_flow_time,1.3628720522349953
93,1,12,1,"[1, 40, 30, 51, 44, 54, 43, 12]",8,7,free_flow_time,1.3695205200138452
94,1,12,2,"[1, 40, 50, 51, 44, 49, 43, 12]",8,7,free_flow_time,1.4598494388734318
95,1,12,3,"[1, 40, 50, 51, 44, 54, 43, 12]",8,7,free_flow_time,1.4664979066522816
96,1,12,4,"[1, 40, 30, 51, 44, 54, 49, 43, 12]",9,8,free_flow_time,1.523410061104825
97,1,12,5,"[1, 40, 30, 50, 51, 44, 49, 43, 12]",9,8,free_flow_time,1.5505201465881073
98,1,12,6,"[1, 40, 30, 50, 51, 44, 54, 43, 12]",9,8,free_flow_time,1.5571686143669572
99,1,12,7,"[1, 40, 30, 51, 44, 49, 54, 43, 12]",9,8,free_flow_time,1.606359850572652
100,1,12,8,"[1, 40, 50, 51, 44, 54, 49, 43, 12]",9,8,free_flow_time,1.6203874477432614
101,1,12,9,"[1, 40, 30, 42, 51, 44, 49, 43, 12]",9,8,free_flow_time,1.6229275486485155
102,1,13,0,"[1, 40, 30, 42, 39, 33, 27, 45, 13]",9,8,free_flow_time,1.7407007148919442
103,1,13,1,"[1, 40, 30, 42, 39, 31, 33, 27, 45, 13]",10,9,free_flow_time,1.7889496696483973
104,1,13,2,"[1, 40, 30, 42, 31, 33, 27, 45, 13]",9,8,free_flow_time,1.8321142834936217
105,1,13,3,"[1, 40, 30, 42, 31, 39, 33, 27, 45, 13]",10,9,free_flow_time,1.8742624073586471
106,1,13,4,"[1, 40, 30, 42, 60, 52, 32, 45, 13]",9,8,free_flow_time,1.9008553936820183
107,1,13,5,"[1, 40, 30, 51, 60, 52, 32, 45, 13]",9,8,free_flow_time,1.9055014247654485
108,1,13,6,"[1, 40, 50, 51, 60, 52, 32, 45, 13]",9,8,free_flow_time,2.002478811403885
109,1,13,7,"[1, 40, 30, 42, 39, 31, 60, 52, 32, 45, 13]",11,10,free_flow_time,2.0051608841882724
110,1,13,8,"[1, 40, 30, 42, 31, 60, 52, 32, 45, 13]",10,9,free_flow_time,2.048325498033497
111,1,13,9,"[1, 40, 30, 42, 39, 33, 29, 27, 45, 13]",10,9,free_flow_time,2.0741239025297724
112,1,14,0,"[1, 40, 30, 42, 39, 33, 29, 14]",8,7,free_flow_time,1.3243013448383163
113,1,14,1,"[1, 40, 30, 42, 39, 29, 14]",7,6,free_flow_time,1.344910512668688
114,1,14,2,"[1, 40, 30, 42, 39, 31, 33, 29, 14]",9,8,free_flow_time,1.3725502995947692
115,1,14,3,"[1, 40, 30, 42, 31, 33, 29, 14]",8,7,free_flow_time,1.4157149134399936
116,1,14,4,"[1, 40, 30, 42, 29, 14]",6,5,free_flow_time,1.4486174845089588
117,1,14,5,"[1, 40, 30, 42, 31, 39, 33, 29, 14]",9,8,free_flow_time,1.457863037305019
118,1,14,6,"[1, 40, 30, 42, 31, 39, 29, 14]",8,7,free_flow_time,1.4784722051353907
119,1,14,7,"[1, 40, 30, 42, 60, 33, 29, 14]",8,7,free_flow_time,1.671997208577503
120,1,14,8,"[1, 40, 30, 51, 60, 33, 29, 14]",8,7,free_flow_time,1.676643239660933
121,1,14,9,"[1, 40, 30, 42, 39, 33, 27, 29, 14]",9,8,free_flow_time,1.7492670986046739
122,1,15,0,"[1, 40, 30, 15]",4,3,free_flow_time,0.18914578859444078
123,1,15,1,"[1, 40, 50, 30, 15]",5,4,free_flow_time,1.3070720992827498
124,1,15,2,"[1, 40, 28, 30, 15]",5,4,free_flow_time,1.3216686889266216
125,1,15,3,"[1, 40, 50, 51, 30, 15]",6,5,free_flow_time,1.3524835287897623
126,1,15,4,"[1, 40, 28, 42, 30, 15]",6,5,free_flow_time,1.5457317515766427
127,1,15,5,"[1, 40, 50, 51, 42, 30, 15]",7,6,free_flow_time,1.6125390252032825
128,1,15,6,"[1, 40, 50, 51, 60, 42, 30, 15]",8,7,free_flow_time,1.8409418032190616
129,1,15,7,"[1, 40, 50, 51, 60, 31, 39, 42, 30, 15]",10,9,free_flow_time,1.9452472937253156
130,1,15,8,"[1, 40, 28, 42, 51, 30, 15]",7,6,free_flow_time,1.9877652210886188
131,1,15,9,"[1, 40, 50, 51, 60, 31, 42, 30, 15]",9,8,free_flow_time,1.98841190757054
132,1,16,0,"[1, 40, 16]",3,2,free_flow_time,0.0016249157387006402
133,1,17,0,"[1, 40, 30, 51, 44, 49, 62, 17]",8,7,free_flow_time,1.6138975269513072
134,1,17,1,"[1, 40, 50, 51, 44, 49, 62, 17]",8,7,free_flow_time,1.7108749135897434
135,1,17,2,"[1, 40, 30, 51, 44, 49, 47, 62, 17]",9,8,free_flow_time,1.766151677628054
136,1,17,3,"[1, 40, 30, 51, 44, 54, 49, 62, 17]",9,8,free_flow_time,1.7744355358211368
137,1,17,4,"[1, 40, 30, 50, 51, 44, 49, 62, 17]",9,8,free_flow_time,1.801545621304419
138,1,17,5,"[1, 40, 50, 51, 44, 49, 47, 62, 17]",9,8,free_flow_time,1.8631290642664904
139,1,17,6,"[1, 40, 50, 51, 44, 54, 49, 62, 17]",9,8,free_flow_time,1.871412922459573
140,1,17,7,"[1, 40, 30, 42, 51, 44, 49, 62, 17]",9,8,free_flow_time,1.8739530233648272
141,1,17,8,"[1, 40, 50, 44, 49, 62, 17]",7,6,free_flow_time,1.8921163918352844
142,1,17,9,"[1, 40, 30, 51, 44, 54, 49, 47, 62, 17]",10,9,free_flow_time,1.9266896864978835
143,1,18,0,"[1, 40, 30, 51, 18]",5,4,free_flow_time,0.7227623788530836
144,1,18,1,"[1, 40, 50, 51, 18]",5,4,free_flow_time,0.81973976549152
145,1,18,2,"[1, 40, 30, 50, 51, 18]",6,5,free_flow_time,0.9104104732061955
146,1,18,3,"[1, 40, 30, 42, 51, 18]",6,5,free_flow_time,0.9828178752666038
147,1,18,4,"[1, 40, 30, 42, 60, 51, 18]",7,6,free_flow_time,1.2112206532823828
148,1,18,5,"[1, 40, 30, 42, 39, 31, 60, 51, 18]",9,8,free_flow_time,1.3155261437886367
149,1,18,6,"[1, 40, 30, 42, 31, 60, 51, 18]",8,7,free_flow_time,1.3586907576338612
150,1,18,7,"[1, 40, 28, 42, 51, 18]",6,5,free_flow_time,1.4550214577903764
151,1,18,8,"[1, 40, 30, 42, 39, 33, 60, 51, 18]",9,8,free_flow_time,1.4978431946883974
152,1,18,9,"[1, 40, 34, 50, 51, 18]",6,5,free_flow_time,1.544081292137302
153,1,19,0,"[1, 40, 30, 51, 44, 49, 43, 36, 46, 65, 19]",11,10,free_flow_time,1.8837096267193194
154,1,19,1,"[1, 40, 30, 51, 44, 54, 43, 36, 46, 65, 19]",11,10,free_flow_time,1.8903580944981693
155,1,19,2,"[1, 40, 30, 51, 44, 49, 43, 36, 61, 46, 65, 19]",12,11,free_flow_time,1.8917709782105558
156,1,19,3,"[1, 40, 30, 51, 44, 54, 43, 36, 61, 46, 65, 19]",12,11,free_flow_time,1.8984194459894057
157,1,19,4,"[1, 40, 30, 51, 44, 49, 43, 61, 46, 65, 19]",11,10,free_flow_time,1.9080784913720656
158,1,19,5,"[1, 40, 30, 51, 44, 54, 43, 61, 46, 65, 19]",11,10,free_flow_time,1.9147269591509153
159,1,19,6,"[1, 40, 50, 51, 44, 49, 43, 36, 46, 65, 19]",11,10,free_flow_time,1.9806870133577559
160,1,19,7,"[1, 40, 30, 51, 44, 49, 43, 36, 46, 59, 65, 19]",12,11,free_flow_time,1.9814643832123662
161,1,19,8,"[1, 40, 50, 51, 44, 54, 43, 36, 46, 65, 19]",11,10,free_flow_time,1.9873354811366057
162,1,19,9,"[1, 40, 30, 51, 44, 54, 43, 36, 46, 59, 65, 19]",12,11,free_flow_time,1.9881128509912163
163,1,20,0,"[1, 40, 30, 42, 39, 33, 29, 20]",8,7,free_flow_time,1.3247097648912203
164,1,20,1,"[1, 40, 30, 42, 39, 29, 20]",7,6,free_flow_time,1.345318932721592
165,1,20,2,"[1, 40, 30, 42, 39, 31, 33, 29, 20]",9,8,free_flow_time,1.3729587196476731
166,1,20,3,"[1, 40, 30, 42, 31, 33, 29, 20]",8,7,free_flow_time,1.4161233334928975
167,1,20,4,"[1, 40, 30, 42, 29, 20]",6,5,free_flow_time,1.4490259045618628
168,1,20,5,"[1, 40, 30, 42, 31, 39, 33, 29, 20]",9,8,free_flow_time,1.458271457357923
169,1,20,6,"[1, 40, 30, 42, 31, 39, 29, 20]",8,7,free_flow_time,1.4788806251882947
170,1,20,7,"[1, 40, 30, 42, 60, 33, 29, 20]",8,7,free_flow_time,1.672405628630407
171,1,20,8,"[1, 40, 30, 51, 60, 33, 29, 20]",8,7,free_flow_time,1.677051659713837
172,1,20,9,"[1, 40, 30, 42, 39, 33, 27, 29, 20]",9,8,free_flow_time,1.7496755186575779
173,1,21,0,"[1, 40, 30, 42, 39, 21]",6,5,free_flow_time,0.7385897867017979
174,1,21,1,"[1, 40, 30, 42, 31, 39, 21]",7,6,free_flow_time,0.8721514791685006
175,1,21,2,"[1, 40, 30, 51, 42, 39, 21]",7,6,free_flow_time,1.180623256213774
176,1,21,3,"[1, 40, 28, 42, 39, 21]",6,5,free_flow_time,1.2107933692255706
177,1,21,4,"[1, 40, 30, 42, 31, 33, 39, 21]",8,7,free_flow_time,1.2202517108059332
178,1,21,5,"[1, 40, 50, 51, 42, 39, 21]",7,6,free_flow_time,1.2776006428522104
179,1,21,6,"[1, 40, 30, 42, 60, 31, 39, 21]",8,7,free_flow_time,1.2942169550436822
180,1,21,7,"[1, 40, 30, 51, 60, 31, 39, 21]",8,7,free_flow_time,1.2988629861271122
181,1,21,8,"[1, 40, 30, 51, 42, 31, 39, 21]",8,7,free_flow_time,1.3141849486804769
182,1,21,9,"[1, 40, 28, 42, 31, 39, 21]",7,6,free_flow_time,1.3443550616922735
183,1,22,0,"[1, 40, 30, 42, 39, 33, 22]",7,6,free_flow_time,0.9340625796108596
184,1,22,1,"[1, 40, 30, 42, 39, 31, 33, 22]",8,7,free_flow_time,0.9823115343673124
185,1,22,2,"[1, 40, 30, 42, 31, 33, 22]",7,6,free_flow_time,1.025476148212537
186,1,22,3,"[1, 40, 30, 42, 31, 39, 33, 22]",8,7,free_flow_time,1.0676242720775624
187,1,22,4,"[1, 40, 30, 42, 60, 33, 22]",7,6,free_flow_time,1.2817584433500464
188,1,22,5,"[1, 40, 30, 51, 60, 33, 22]",7,6,free_flow_time,1.2864044744334764
189,1,22,6,"[1, 40, 30, 51, 42, 39, 33, 22]",8,7,free_flow_time,1.3760960491228356
190,1,22,7,"[1, 40, 50, 51, 60, 33, 22]",7,6,free_flow_time,1.3833818610719126
191,1,22,8,"[1, 40, 30, 42, 39, 31, 60, 33, 22]",9,8,free_flow_time,1.3860639338563003
192,1,22,9,"[1, 40, 28, 42, 39, 33, 22]",7,6,free_flow_time,1.4062661621346324
193,1,23,0,"[1, 40, 30, 51, 44, 49, 43, 23]",8,7,free_flow_time,1.361964219214061
194,1,23,1,"[1, 40, 30, 51, 44, 54, 43, 23]",8,7,free_flow_time,1.368612686992911
195,1,23,2,"[1, 40, 50, 51, 44, 49, 43, 23]",8,7,free_flow_time,1.4589416058524975
196,1,23,3,"[1, 40, 50, 51, 44, 54, 43, 23]",8,7,free_flow_time,1.4655900736313474
197,1,23,4,"[1, 40, 30, 51, 44, 54, 49, 43, 23]",9,8,free_flow_time,1.5225022280838907
198,1,23,5,"[1, 40, 30, 50, 51, 44, 49, 43, 23]",9,8,free_flow_time,1.549612313567173
199,1,23,6,"[1, 40, 30, 50, 51, 44, 54, 43, 23]",9,8,free_flow_time,1.556260781346023
200,1,23,7,"[1, 40, 30, 51, 44, 49, 54, 43, 23]",9,8,free_flow_time,1.6054520175517177
201,1,23,8,"[1, 40, 50, 51, 44, 54, 49, 43, 23]",9,8,free_flow_time,1.6194796147223272
202,1,23,9,"[1, 40, 30, 42, 51, 44, 49, 43, 23]",9,8,free_flow_time,1.6220197156275813
203,1,24,0,"[1, 40, 30, 51, 44, 49, 43, 36, 46, 56, 24]",11,10,free_flow_time,1.9890446625851592
204,1,24,1,"[1, 40, 30, 51, 44, 54, 43, 36, 46, 56, 24]",11,10,free_flow_time,1.995693130364009
205,1,24,2,"[1, 40, 30, 51, 44, 49, 43, 36, 61, 46, 56, 24]",12,11,free_flow_time,1.9971060140763957
206,1,24,3,"[1, 40, 30, 51, 44, 54, 43, 36, 61, 46, 56, 24]",12,11,free_flow_time,2.0037544818552453
207,1,24,4,"[1, 40, 30, 51, 44, 49, 43, 61, 46, 56, 24]",11,10,free_flow_time,2.0134135272379052
208,1,24,5,"[1, 40, 30, 51, 44, 54, 43, 61, 46, 56, 24]",11,10,free_flow_time,2.020061995016755
209,1,24,6,"[1, 40, 30, 51, 44, 49, 43, 36, 61, 56, 24]",11,10,free_flow_time,2.029352664801355
210,1,24,7,"[1, 40, 30, 51, 44, 54, 43, 36, 61, 56, 24]",11,10,free_flow_time,2.0360011325802048
211,1,24,8,"[1, 40, 30, 51, 44, 49, 43, 61, 56, 24]",10,9,free_flow_time,2.0456601779628647
212,1,24,9,"[1, 40, 30, 51, 44, 54, 43, 61, 56, 24]",10,9,free_flow_time,2.0523086457417143
213,1,25,0,"[1, 40, 30, 51, 44, 35, 25]",7,6,free_flow_time,1.4105800675868487
214,1,25,1,"[1, 40, 50, 34, 35, 25]",6,5,free_flow_time,1.4541110141760425
215,1,25,2,"[1, 40, 50, 51, 44, 35, 25]",7,6,free_flow_time,1.507557454225285
216,1,25,3,"[1, 40, 34, 35, 25]",5,4,free_flow_time,1.529960306620733
217,1,25,4,"[1, 40, 30, 50, 34, 35, 25]",7,6,free_flow_time,1.544781721890718
218,1,25,5,"[1, 40, 30, 51, 50, 34, 35, 25]",8,7,free_flow_time,1.5901931513977308
219,1,25,6,"[1, 40, 30, 50, 51, 44, 35, 25]",8,7,free_flow_time,1.5982281619399605
220,1,25,7,"[1, 40, 30, 42, 51, 44, 35, 25]",8,7,free_flow_time,1.6706355640003687
221,1,25,8,"[1, 40, 50, 44, 35, 25]",6,5,free_flow_time,1.688798932470826
222,1,25,9,"[1, 40, 30, 51, 44, 49, 47, 35, 25]",9,8,free_flow_time,1.7703517009356602
223,2,1,0,"[2, 48, 41, 32, 52, 60, 42, 30, 40, 1]",10,9,free_flow_time,2.1185478344711632
224,2,1,1,"[2, 48, 41, 32, 52, 60, 51, 30, 40, 1]",10,9,free_flow_time,2.123193865554593
225,2,1,2,"[2, 48, 64, 41, 32, 52, 60, 42, 30, 40, 1]",11,10,free_flow_time,2.2176343542878314
226,2,1,3,"[2, 48, 41, 32, 52, 60, 51, 50, 40, 1]",10,9,free_flow_time,2.2201712521930292
227,2,1,4,"[2, 48, 64, 41, 32, 52, 60, 51, 30, 40, 1]",11,10,free_flow_time,2.2222803853712616
228,2,1,5,"[2, 48, 41, 32, 52, 60, 31, 39, 42, 30, 40, 1]",12,11,free_flow_time,2.222853324977417
229,2,1,6,"[2, 48, 41, 32, 52, 60, 31, 42, 30, 40, 1]",11,10,free_flow_time,2.2660179388226416
230,2,1,7,"[2, 48, 41, 32, 45, 27, 33, 39, 42, 30, 40, 1]",12,11,free_flow_time,2.301400825002526
231,2,1,8,"[2, 48, 41, 32, 52, 60, 51, 50, 30, 40, 1]",11,10,free_flow_time,2.310841959907705
232,2,1,9,"[2, 48, 41, 32, 52, 54, 44, 51, 30, 40, 1]",11,10,free_flow_time,2.312876456649031
233,2,2,0,"[2, 48, 2]",3,2,free_flow_time,0.0017121544430301035
234,2,3,0,"[2, 48, 41, 32, 52, 60, 42, 30, 3]",9,8,free_flow_time,1.93018468124862
235,2,3,1,"[2, 48, 41, 32, 52, 60, 51, 30, 3]",9,8,free_flow_time,1.9348307123320498
236,2,3,2,"[2, 48, 64, 41, 32, 52, 60, 42, 30, 3]",10,9,free_flow_time,2.0292712010652885
237,2,3,3,"[2, 48, 64, 41, 32, 52, 60, 51, 30, 3]",10,9,free_flow_time,2.0339172321487187
238,2,3,4,"[2, 48, 41, 32, 52, 60, 31, 39, 42, 30, 3]",11,10,free_flow_time,2.0344901717548742
239,2,3,5,"[2, 48, 41, 32, 52, 60, 31, 42, 30, 3]",10,9,free_flow_time,2.0776547856000986
240,2,3,6,"[2, 48, 41, 32, 45, 27, 33, 39, 42, 30, 3]",11,10,free_flow_time,2.113037671779983
241,2,3,7,"[2, 48, 41, 32, 52, 60, 51, 50, 30, 3]",10,9,free_flow_time,2.122478806685162
242,2,3,8,"[2, 48, 41, 32, 52, 54, 44, 51, 30, 3]",10,9,free_flow_time,2.1245133034264883
243,2,3,9,"[2, 48, 64, 41, 32, 52, 60, 31, 39, 42, 30, 3]",12,11,free_flow_time,2.133576691571543
244,2,4,0,"[2, 48, 57, 4]",4,3,free_flow_time,0.29142965188593306
245,2,4,1,"[2, 48, 64, 57, 4]",5,4,free_flow_time,0.3636880784780453
246,2,4,2,"[2, 48, 41, 64, 57, 4]",6,5,free_flow_time,0.7324596654647374
247,2,4,3,"[2, 48, 64, 53, 57, 4]",6,5,free_flow_time,0.7645116625122396
248,2,4,4,"[2, 48, 26, 57, 4]",5,4,free_flow_time,0.8435059755538462
249,2,4,5,"[2, 48, 41, 53, 57, 4]",6,5,free_flow_time,0.8671971577714044
250,2,4,6,"[2, 48, 64, 41, 53, 57, 4]",7,6,free_flow_time,0.9662836775880728
